,name,price,first_name,last_name,above_100
915,Danielle Hunter,166.47715344707902,Danielle,Hunter,True
916,Dillon Baker,229.88025411052053,Dillon,Baker,True
917,Steven Lane,251.3015313346274,Steven,Lane,True
918,Sandra Cook,129.40836878342978,Sandra,Cook,True
919,Heather Cardenas,68.71986145700734,Heather,Cardenas,False
920,Kyle Robinson,40.789742001902354,Kyle,Robinson,False
921,James Rodriguez,278.58396193771364,James,Rodriguez,True
922,John Robertson,249.68916361499168,John,Robertson,True
923,Melissa Smith,9.029446510104387,Melissa,Smith,False
924,Sarah Oneal,89.01612988809833,Sarah,Oneal,False
925,Austin Mcdowell,98.9194845284746,Austin,Mcdowell,False
926,Marie Taylor,126.40952724512577,Marie,Taylor,True
927,Teresa Garrett,201.35695132866022,Teresa,Garrett,True
928,Kelly Perez,249.9633227352298,Kelly,Perez,True
929,Mary Odom,94.71141448175257,Mary,Odom,False
930,Stacy Hansen,38.168671806264136,Stacy,Hansen,False
931,Sara Lopez,204.65197423725658,Sara,Lopez,True
932,Arthur Gibson II,63.217268311582174,Arthur,Gibson II,False
933,Jennifer Ortiz,105.03551426472957,Jennifer,Ortiz,True
934,Amanda Davis,200.2859627473959,Amanda,Davis,True
935,Tina Fitzpatrick,129.1938775365968,Tina,Fitzpatrick,True
936,Andrea Page,138.82352187164489,Andrea,Page,True
937,Wayne Reeves,172.40050709312888,Wayne,Reeves,True
938,James Sullivan,46.20312462956999,James,Sullivan,False
939,John Hernandez,193.71066270324246,John,Hernandez,True
940,Tiffany Barnett,271.7312051427486,Tiffany,Barnett,True
941,Jessica Watts,58.75572391074094,Jessica,Watts,False
942,Miss Katherine Brennan MD,50.00288910825199,Miss,Katherine Brennan,False
943,Nathan Nielsen,23.308663913610605,Nathan,Nielsen,False
944,Patricia Davis,171.7762591524544,Patricia,Davis,True
945,Ricardo Davies,170.03737788032083,Ricardo,Davies,True
946,Matthew Lawson,199.96758677239688,Matthew,Lawson,True
947,Christopher Miller,179.24095225014824,Christopher,Miller,True
948,Charles Mendoza DVM,157.2561503534137,Charles,Mendoza DVM,True
949,Jack Lin,110.61847731812756,Jack,Lin,True
950,Michelle Jacobs,147.46232284284486,Michelle,Jacobs,True
951,Amber Hopkins,289.4506193149436,Amber,Hopkins,True
952,Christine Lara,218.39124773178563,Christine,Lara,True
953,Nancy Garcia,141.3853432341709,Nancy,Garcia,True
954,Lindsey Owens,264.646192130875,Lindsey,Owens,True
955,Lisa Brewer,43.02463641793367,Lisa,Brewer,False
956,Alex Rhodes,264.2776739375342,Alex,Rhodes,True
957,Daniel Bennett,157.03766095458073,Daniel,Bennett,True
958,Susan Robinson,268.3048564396832,Susan,Robinson,True
959,Christopher Olson,260.0251938484782,Christopher,Olson,True
960,Jon Roach,129.69057471270753,Jon,Roach,True
961,Michael Robinson,38.28658602153412,Michael,Robinson,False
962,Rodney Arellano,206.03304898342412,Rodney,Arellano,True
963,Alicia Wong,250.4448737338422,Alicia,Wong,True
964,Jesse Singh,147.52346911046487,Jesse,Singh,True
965,Nicole Smith,64.95829168331082,Nicole,Smith,False
966,Dwayne Snyder,35.83931880202579,Dwayne,Snyder,False
967,Marcus Rice,96.59177813315165,Marcus,Rice,False
968,Ashley Dixon,87.74147718557123,Ashley,Dixon,False
969,Erica Nelson,91.27947021366455,Erica,Nelson,False
970,Anna Valdez,202.4801789906965,Anna,Valdez,True
971,Marco Pierce,228.781917204464,Marco,Pierce,True
972,Nicole Henry,111.77167597750388,Nicole,Henry,True
973,Melissa David,125.74633215745384,Melissa,David,True
974,Patricia Moreno,153.29790463804343,Patricia,Moreno,True
975,Kevin Woodard,47.110876111205066,Kevin,Woodard,False
976,Adam Bailey,130.2098795113121,Adam,Bailey,True
977,Carrie Henson,95.32864041409815,Carrie,Henson,False
978,Richard Martin,31.98809588006392,Richard,Martin,False
979,Whitney Reed,63.47690470969768,Whitney,Reed,False
980,Michael Snyder,259.2479069043309,Michael,Snyder,True
981,Dana Molina,280.09396251197916,Dana,Molina,True
982,Justin Decker,9.919029460807126,Justin,Decker,False
983,Cristina Gray,74.3369780166232,Cristina,Gray,False
984,Mark Nguyen,95.4065470342925,Mark,Nguyen,False
985,Michael Johnson,283.6151044791728,Michael,Johnson,True
986,Nicholas Clark,229.5348391402205,Nicholas,Clark,True
987,Todd Wheeler,239.3270018754761,Todd,Wheeler,True
988,Linda Woods,31.94347822876019,Linda,Woods,False
989,Alan Peterson,113.26464649035152,Alan,Peterson,True
990,Christina Pennington,225.69299795419732,Christina,Pennington,True
991,Jennifer Baldwin,2.0311041345338787,Jennifer,Baldwin,False
992,Jake Oliver,277.369746264371,Jake,Oliver,True
993,Ms. Krystal Reilly,76.15060240451588,Krystal,Reilly,False
994,Jacob Grant,94.85835916361722,Jacob,Grant,False
995,Malik Wright,204.16825594091083,Malik,Wright,True
996,Gabrielle Johnson,24.81047257913589,Gabrielle,Johnson,False
997,Anne Howard,11.218694219190283,Anne,Howard,False
998,Trevor Gutierrez,177.22319308157054,Trevor,Gutierrez,True
999,Caleb Morales,120.99127455405694,Caleb,Morales,True
1000,Jennifer Hernandez,256.77976826010274,Jennifer,Hernandez,True
1001,Mark Montes,247.9216008296011,Mark,Montes,True
1002,Matthew Peck,217.32918935616118,Matthew,Peck,True
1003,James Dominguez,69.51063989198853,James,Dominguez,False
1004,Jonathan Mclaughlin,201.9243211717257,Jonathan,Mclaughlin,True
1005,Melissa Vega DVM,56.228342081285184,Melissa,Vega DVM,False
1006,Renee Ellis,17.368262698765747,Renee,Ellis,False
1007,Mark Schmidt,90.18202643171087,Mark,Schmidt,False
1008,Anthony Baker,227.80840550777813,Anthony,Baker,True
1009,Amanda Perkins,110.29578151345233,Amanda,Perkins,True
1010,Lisa Garcia,198.87181477557513,Lisa,Garcia,True
1011,Jennifer Sullivan,183.45747093897717,Jennifer,Sullivan,True
1012,Jeremy Wright,106.86424471558607,Jeremy,Wright,True
1013,Tracy Frazier,221.68188658564262,Tracy,Frazier,True
1014,Kathryn Cardenas,258.47506056749967,Kathryn,Cardenas,True
1015,Robert Wheeler,1.700381980969934,Robert,Wheeler,False
1016,John Gonzalez,234.45914624552475,John,Gonzalez,True
1017,Thomas Gordon,257.3822363959624,Thomas,Gordon,True
1018,Jacob Mcintyre,278.08455545297835,Jacob,Mcintyre,True
1019,Charles Melendez,114.13748462585836,Charles,Melendez,True
1020,Angel Johnson,201.31273120489197,Angel,Johnson,True
1021,Derek Stevens,139.15296533083094,Derek,Stevens,True
1022,Cindy Odonnell,160.06532832415144,Cindy,Odonnell,True
1023,Mary Holmes,186.37107912085003,Mary,Holmes,True
1024,Amanda Monroe,136.3771882528363,Amanda,Monroe,True
1025,Sara Sanchez,195.6457443888009,Sara,Sanchez,True
1026,Dennis Williams,171.70057862959194,Dennis,Williams,True
1027,Emily Mitchell,245.1188544543279,Emily,Mitchell,True
1028,Lauren Rodriguez,17.23575521624987,Lauren,Rodriguez,False
1029,Jeffrey Santiago,248.65114910117734,Jeffrey,Santiago,True
1030,Tony Norton,112.86493901204928,Tony,Norton,True
1031,Jacqueline Choi,288.63368624960236,Jacqueline,Choi,True
1032,Andrew Mclaughlin,125.07533371524538,Andrew,Mclaughlin,True
1033,Larry Livingston,72.61768508110515,Larry,Livingston,False
1034,Caitlin Ryan,80.2902946825773,Caitlin,Ryan,False
1035,Mr. Bryan Porter,63.31039892029225,Bryan,Porter,False
1036,Crystal Harris,77.7054744765232,Crystal,Harris,False
1037,Joseph Marshall,110.65941389110992,Joseph,Marshall,True
1038,Brendan Smith,141.40458671034202,Brendan,Smith,True
1039,Amy Wilson,42.651397223448896,Amy,Wilson,False
1040,David Clark,136.87208703401515,David,Clark,True
1041,Terri Pace,63.469362409544495,Terri,Pace,False
1042,Erika Joseph,82.40041757679984,Erika,Joseph,False
1043,Jessica Brown,257.2743321022916,Jessica,Brown,True
1044,Chase Young,88.54000090470542,Chase,Young,False
1045,Mitchell Cook,291.74686439579364,Mitchell,Cook,True
1046,Paul Allen,222.18742657765603,Paul,Allen,True
1047,Adam Morales,149.38878651419756,Adam,Morales,True
1048,Jeffrey Hernandez,206.8754986314319,Jeffrey,Hernandez,True
1049,Melinda Hamilton,250.69646648503598,Melinda,Hamilton,True
1050,Michael Miller,292.69905327514147,Michael,Miller,True
1051,Randall Scott,287.9552955313925,Randall,Scott,True
1052,Pamela Allison,180.83163096943957,Pamela,Allison,True
1053,Cynthia Harrington,114.70897692973404,Cynthia,Harrington,True
1054,Heidi Brown,280.4100162823504,Heidi,Brown,True
1055,Kathryn Graham,294.7475784910441,Kathryn,Graham,True
1056,Samantha Strickland,58.959761299962565,Samantha,Strickland,False
1057,Kimberly Gilbert,42.94513178401087,Kimberly,Gilbert,False
1058,Laura King,203.57204882759117,Laura,King,True
1059,Janet Perez,183.74642813390156,Janet,Perez,True
1060,George Hunt,67.29373426066807,George,Hunt,False
1061,Randy Taylor,281.5782072868365,Randy,Taylor,True
1062,Theresa Newman,147.33120911862937,Theresa,Newman,True
1063,Mark Hensley,221.28267419536,Mark,Hensley,True
1064,Elizabeth Woodard,9.21500279573686,Elizabeth,Woodard,False
1065,Amanda Snow,59.85221515625943,Amanda,Snow,False
1066,Colton Porter,70.77229473473143,Colton,Porter,False
1067,Barbara Aguilar,151.27220543434117,Barbara,Aguilar,True
1068,Michael Brady,280.49150312615046,Michael,Brady,True
1069,Paul Romero,275.290389901343,Paul,Romero,True
1070,Donna Little,232.42690052423626,Donna,Little,True
1071,Kathleen Ramirez,169.1335930022781,Kathleen,Ramirez,True
1072,Caitlin Espinoza,70.53534625460709,Caitlin,Espinoza,False
1073,Michael Mccarthy Jr.,128.34177219601065,Michael,Mccarthy,True
1074,Janet Choi MD,283.95602134532106,Janet,Choi,True
1075,Michael Moore,5.190391677456564,Michael,Moore,False
1076,Brian Little,119.25328663273176,Brian,Little,True
1077,Mr. Robert Davis MD,5.109436915350263,Robert,Davis,False
1078,Miranda Phillips,112.10049975432415,Miranda,Phillips,True
1079,Jonathan Garrison,11.848424496848883,Jonathan,Garrison,False
1080,Anthony Guerrero,112.12786588341801,Anthony,Guerrero,True
1081,Kenneth Bryant,25.119555552310114,Kenneth,Bryant,False
1082,Amy Brown,211.7607565596938,Amy,Brown,True
1083,Robert Morris,132.83869773228434,Robert,Morris,True
1084,Carrie Lyons,68.289900100879,Carrie,Lyons,False
1085,Laura Graves,129.92634285541658,Laura,Graves,True
1086,Jaime Lucas,281.915042859177,Jaime,Lucas,True
1087,Jordan Pearson,133.0667785140447,Jordan,Pearson,True
1088,Nicholas Martinez,92.8908546598232,Nicholas,Martinez,False
1089,Mary Padilla,80.1042182611177,Mary,Padilla,False
1090,Scott Chapman,35.502656416563966,Scott,Chapman,False
1091,Pamela Bridges,144.62954737277133,Pamela,Bridges,True
1092,Wanda Collins,268.2015723436708,Wanda,Collins,True
1093,Mark Bender,284.78786522209924,Mark,Bender,True
1094,Amanda Norris,238.5092155889945,Amanda,Norris,True
1095,Abigail Brown,214.74308319085347,Abigail,Brown,True
1096,Brian Pham,181.49252789247555,Brian,Pham,True
1097,Jamie Young,103.56603501623628,Jamie,Young,True
1098,Brian Peterson,38.04520837405288,Brian,Peterson,False
1099,Lisa Warren,161.49209054160696,Lisa,Warren,True
1100,Lacey Rosales,7.213924384086701,Lacey,Rosales,False
1101,Timothy Nguyen,125.59877411716838,Timothy,Nguyen,True
1102,Daniel Harper,183.3412059347133,Daniel,Harper,True
1103,Barbara Smith,175.72662228310523,Barbara,Smith,True
1104,Holly Brown,262.07617707864057,Holly,Brown,True
1105,Wesley Cunningham,203.70648792641532,Wesley,Cunningham,True
1106,Rachel Mason,61.411996818788516,Rachel,Mason,False
1107,Alicia Case,83.2140055059275,Alicia,Case,False
1108,Thomas Wright,121.02622872921735,Thomas,Wright,True
1109,Antonio Dominguez,153.68430154532444,Antonio,Dominguez,True
1110,Kelsey Collins,82.84050841759412,Kelsey,Collins,False
1111,Michael Hodges,160.75581013885474,Michael,Hodges,True
1112,Elizabeth Gutierrez,296.87709773246286,Elizabeth,Gutierrez,True
1113,Scott Brown,179.07652840480512,Scott,Brown,True
1114,Melvin Wiley,197.52062267320568,Melvin,Wiley,True
1115,Stephanie Haas,103.94710639505449,Stephanie,Haas,True
1116,Lisa Medina,98.31428815166264,Lisa,Medina,False
1117,Susan Lane,157.56078192266446,Susan,Lane,True
1118,William Tran,211.46311175300445,William,Tran,True
1119,Tony Morris,262.46841446939004,Tony,Morris,True
1120,Randy Carlson,2.0226296764805807,Randy,Carlson,False
1121,Savannah Holland,18.7368512084119,Savannah,Holland,False
1122,Crystal Vega,195.42691382744428,Crystal,Vega,True
1123,Erika Espinoza,146.87672539226142,Erika,Espinoza,True
1124,Deborah Jones,33.06002020789358,Deborah,Jones,False
1125,Kirsten Williams,45.11195371132678,Kirsten,Williams,False
1126,Charles Patel,83.30399432300973,Charles,Patel,False
1127,Mitchell Pierce,15.776147416508035,Mitchell,Pierce,False
1128,Misty Ramirez,258.9911258183337,Misty,Ramirez,True
1129,Angela West,172.2623240615807,Angela,West,True
1130,Mark Bowman,1.2227856258768657,Mark,Bowman,False
1131,Christina Orr,54.850431037617156,Christina,Orr,False
1132,Brian Bridges,161.87775614731027,Brian,Bridges,True
1133,Mike Hale,251.528663207722,Mike,Hale,True
1134,Amanda Allen,298.02630966592426,Amanda,Allen,True
1135,Robert Hernandez,65.88481938637753,Robert,Hernandez,False
1136,Brandon Bernard,298.84410980558465,Brandon,Bernard,True
1137,Dan Young,145.28786584318883,Dan,Young,True
1138,Jonathan Nguyen,216.1059457738249,Jonathan,Nguyen,True
1139,Mary Sandoval,265.5089410204493,Mary,Sandoval,True
1140,Bryan Clark,212.5499028582359,Bryan,Clark,True
1141,Tina Weaver,179.32238310820634,Tina,Weaver,True
1142,Joseph Huynh,12.127870617151515,Joseph,Huynh,False
1143,Kelly Meyer,38.736694244176384,Kelly,Meyer,False
1144,Mary Clark,286.99769985292204,Mary,Clark,True
1145,Sherry Lyons,170.60084966749602,Sherry,Lyons,True
1146,Jonathan Adams,289.7895229192528,Jonathan,Adams,True
1147,Jeremy Henderson,6.508134317639481,Jeremy,Henderson,False
1148,Edward King,24.06968535478863,Edward,King,False
1149,Jennifer Butler,162.24465357321105,Jennifer,Butler,True
1150,Michael Taylor,206.17226079733757,Michael,Taylor,True
1151,James House,131.63441638058936,James,House,True
1152,Pamela Kelley,27.22925751318637,Pamela,Kelley,False
1153,Kevin Peters,205.68744351176124,Kevin,Peters,True
1154,Carolyn Sanchez,113.87084784054164,Carolyn,Sanchez,True
1155,Jacqueline Johnson,185.9381152636999,Jacqueline,Johnson,True
1156,Aaron Gardner,190.92085366673385,Aaron,Gardner,True
1157,Randall Kemp,145.91910832630788,Randall,Kemp,True
1158,Kristen Flores,101.0430239284282,Kristen,Flores,True
1159,Robert Wilson,120.20491708600358,Robert,Wilson,True
1160,John Taylor,133.5252111806565,John,Taylor,True
1161,Misty Mckinney,200.367286183478,Misty,Mckinney,True
1162,Craig Smith,34.83743897964388,Craig,Smith,False
1163,Brianna Long,83.56975560832483,Brianna,Long,False
1164,Ms. Hailey Fisher,189.08798910771662,Hailey,Fisher,True
1165,Elizabeth Cantrell,57.65410519324862,Elizabeth,Cantrell,False
1166,Jennifer Ortiz,190.9098505358453,Jennifer,Ortiz,True
1167,Benjamin Conway,209.05472788793358,Benjamin,Conway,True
1168,Dr. Charles Rose,186.93381474764325,Charles,Rose,True
1169,Noah Mccarty,284.5797616593763,Noah,Mccarty,True
1170,James Casey,291.8168625532288,James,Casey,True
1171,Hector Stanton,208.8244196287543,Hector,Stanton,True
1172,Dustin Watkins,145.74908451504214,Dustin,Watkins,True
1173,Chloe Pham,89.83293965345102,Chloe,Pham,False
1174,Jordan White,94.44268300530972,Jordan,White,False
1175,Melissa Reese,50.17771223347098,Melissa,Reese,False
1176,Mr. Gary Taylor,91.21897341150542,Gary,Taylor,False
1177,Michele West,8.534199296542788,Michele,West,False
1178,Jennifer Baker,37.99363448275717,Jennifer,Baker,False
1179,Andre Brown,183.2054624277056,Andre,Brown,True
1180,Joseph Murphy,50.091584945651675,Joseph,Murphy,False
1181,Andrew Stewart,56.67172553672746,Andrew,Stewart,False
1182,Brenda Jones,107.3488526215002,Brenda,Jones,True
1183,Cole Harris,185.03490646354282,Cole,Harris,True
1184,Kimberly Levy,262.9549237968531,Kimberly,Levy,True
1185,Jerry Shannon,209.44289488538197,Jerry,Shannon,True
1186,Blake Brown,207.5978716812764,Blake,Brown,True
1187,Brianna Ford,219.9278373642761,Brianna,Ford,True
1188,Bryan Santiago,195.60405292011663,Bryan,Santiago,True
1189,Michelle Walker,139.57946852848465,Michelle,Walker,True
1190,David Lewis,185.47265479738843,David,Lewis,True
1191,Molly Henry,42.40494173437227,Molly,Henry,False
1192,Michaela Sanchez,151.78614393692908,Michaela,Sanchez,True
1193,Samantha Ramirez,269.38797805787937,Samantha,Ramirez,True
1194,Matthew Kramer DDS,32.6790004832498,Matthew,Kramer,False
1195,Stephanie Marquez,12.146568786071244,Stephanie,Marquez,False
1196,Maria Short,6.141360759081072,Maria,Short,False
1197,Sandra Hawkins,267.84128358510605,Sandra,Hawkins,True
1198,James Copeland,15.220657541039374,James,Copeland,False
1199,Roberto Chapman,107.93377557455295,Roberto,Chapman,True
1200,Douglas Murphy,126.26825072306028,Douglas,Murphy,True
1201,Lori Chavez DDS,178.69752857067826,Lori,Chavez,True
1202,Cynthia Weaver,140.01615620183642,Cynthia,Weaver,True
1203,Christopher Charles,133.0771499654346,Christopher,Charles,True
1204,Joshua Thompson,184.76280824222115,Joshua,Thompson,True
1205,Michael Bowers,280.463533285756,Michael,Bowers,True
1206,Kimberly Torres,260.5560397600049,Kimberly,Torres,True
1207,Scott Webb,18.126560661010792,Scott,Webb,False
1208,Karen Luna,155.32020470393098,Karen,Luna,True
1209,Shane Bradley,267.4266225792662,Shane,Bradley,True
1210,Shelly Long,195.7516104076479,Shelly,Long,True
1211,Russell Medina,216.83421937408016,Russell,Medina,True
1212,Anne Baker,107.16431234148445,Anne,Baker,True
1213,Christopher Jones,221.75026094720698,Christopher,Jones,True
1214,Kelly Espinoza,252.88040371978974,Kelly,Espinoza,True
1215,Rachel Martinez,233.7644357073326,Rachel,Martinez,True
1216,Elizabeth Bailey,256.0956870078171,Elizabeth,Bailey,True
1217,Lori Reese,192.35588313951442,Lori,Reese,True
1218,James Cruz,82.80534613503337,James,Cruz,False
1219,Kelly Levy,229.37283091336258,Kelly,Levy,True
1220,Austin Roth,110.79533779030956,Austin,Roth,True
1221,Timothy Edwards,81.67278510424731,Timothy,Edwards,False
1222,Michael Knight,277.5810249239214,Michael,Knight,True
1223,Nicolas Ray,273.9739681982772,Nicolas,Ray,True
1224,Tracy Butler,103.69488181251094,Tracy,Butler,True
1225,Brian Novak,133.5788200163277,Brian,Novak,True
1226,Thomas Burton,177.8040248252671,Thomas,Burton,True
1227,Mario Humphrey,297.099626353308,Mario,Humphrey,True
1228,Kelly Mcdonald,93.87930236320929,Kelly,Mcdonald,False
1229,Melinda Smith,30.95738552108223,Melinda,Smith,False
1230,Emily Sanchez,128.01508204016213,Emily,Sanchez,True
1231,Dana Vega,217.61127572290647,Dana,Vega,True
1232,Jessica Cortez,207.01100837629008,Jessica,Cortez,True
1233,Kelly Olson,90.15307177317369,Kelly,Olson,False
1234,Timothy Gallegos Jr.,34.24451134858746,Timothy,Gallegos,False
1235,Jonathan Cummings,283.0731790795525,Jonathan,Cummings,True
1236,Steven Johnson,143.49478032382018,Steven,Johnson,True
1237,Christopher Sullivan,246.84695463433053,Christopher,Sullivan,True
1238,Kimberly Garcia,237.28690896649817,Kimberly,Garcia,True
1239,Michael Nguyen,61.21337177564274,Michael,Nguyen,False
1240,Kevin Foster,144.64433165963376,Kevin,Foster,True
1241,Jennifer Preston,10.596854803940037,Jennifer,Preston,False
1242,Mary Chapman,22.756581565809746,Mary,Chapman,False
1243,Marc Collins,277.82761224319006,Marc,Collins,True
1244,Amber Sims,35.1033677367142,Amber,Sims,False
1245,Shawn Kennedy,234.34444133409409,Shawn,Kennedy,True
1246,Christine Farmer,149.52141610208358,Christine,Farmer,True
1247,Pam Martinez,31.567432394387797,Pam,Martinez,False
1248,Lisa Thompson,286.89306701894117,Lisa,Thompson,True
1249,John Bennett,87.6898142609696,John,Bennett,False
1250,Ronald Dixon,188.6288002169394,Ronald,Dixon,True
1251,Paul Peterson,294.49318490082607,Paul,Peterson,True
1252,Carrie Jones,0.752018956850653,Carrie,Jones,False
1253,Tiffany Carrillo,141.16193983337928,Tiffany,Carrillo,True
1254,Katie Hanna,44.055646431137724,Katie,Hanna,False
1255,Seth Villanueva,58.94782805081443,Seth,Villanueva,False
1256,Donna Lewis,136.06211867403914,Donna,Lewis,True
1257,Tina Hunter,191.81806645722241,Tina,Hunter,True
1258,Sheri Beck,177.5338015295279,Sheri,Beck,True
1259,Kristen Hall,118.2532240601355,Kristen,Hall,True
1260,Douglas Morgan,104.65782158224528,Douglas,Morgan,True
1261,Zachary Miller,219.62210642285652,Zachary,Miller,True
1262,Teresa Collins,125.31429557637732,Teresa,Collins,True
1263,Devon Roberts,257.0649969677411,Devon,Roberts,True
1264,Amy Gray,87.68906217602645,Amy,Gray,False
1265,Tracy Wagner,80.41036548969198,Tracy,Wagner,False
1266,Eric West,220.81657380676018,Eric,West,True
1267,Denise Harper,239.36302611595292,Denise,Harper,True
1268,Brianna Richards,145.7938647785864,Brianna,Richards,True
1269,Shirley Garcia,105.52581623482978,Shirley,Garcia,True
1270,James Byrd,233.91933049657595,James,Byrd,True
1271,Krista Mata,41.271859781845315,Krista,Mata,False
1272,Vernon Gomez,198.37596412006226,Vernon,Gomez,True
1273,John Gilbert,29.86956495761233,John,Gilbert,False
1274,Alicia Medina,157.7823176035899,Alicia,Medina,True
1275,Vanessa Campbell,48.407332462566146,Vanessa,Campbell,False
1276,Pamela Berg,200.25798653496395,Pamela,Berg,True
1277,Michael Reilly,40.37878652066517,Michael,Reilly,False
1278,Thomas Austin,206.55526780743526,Thomas,Austin,True
1279,Alejandra Martinez,299.59550795507784,Alejandra,Martinez,True
1280,Lindsey Powers,144.7441558955031,Lindsey,Powers,True
1281,Jacqueline Sawyer,279.9313523457492,Jacqueline,Sawyer,True
1282,Nancy Wilkins,94.51742416572321,Nancy,Wilkins,False
1283,Shane White,219.88014386463556,Shane,White,True
1284,Daniel Rivas,130.12521960890678,Daniel,Rivas,True
1285,Andrew Medina,223.1724053681681,Andrew,Medina,True
1286,Donald Carson,176.62684078355787,Donald,Carson,True
1287,Jason Hamilton,223.80734214949533,Jason,Hamilton,True
1288,Mark Perez,32.233465174431814,Mark,Perez,False
1289,Christina Mann,49.62966498287749,Christina,Mann,False
1290,Matthew Miller,215.43422336794018,Matthew,Miller,True
1291,Nicholas Mccarthy,53.42571189586617,Nicholas,Mccarthy,False
1292,John Barnett,105.20549491758236,John,Barnett,True
1293,Paige Hudson,46.07679428706359,Paige,Hudson,False
1294,Dr. Edward Marshall MD,248.28591658060458,Edward,Marshall,True
1295,Gina Higgins,41.632091550113955,Gina,Higgins,False
1296,Linda Ellis,239.18067340610665,Linda,Ellis,True
1297,Daniel Wade,8.8064780223987,Daniel,Wade,False
1298,Jessica Weiss,2.3889866214819704,Jessica,Weiss,False
1299,Erik Aguilar,148.07441346451344,Erik,Aguilar,True
1300,Mr. Gregg Baker,161.5102410313624,Gregg,Baker,True
1301,Bradley Compton,109.18357911701706,Bradley,Compton,True
1302,Timothy Sanders,99.61045295612116,Timothy,Sanders,False
1303,Steve Mccall,256.1030697827585,Steve,Mccall,True
1304,Thomas Hull,47.49049224570919,Thomas,Hull,False
1305,Carla Cunningham,25.427707242513094,Carla,Cunningham,False
1306,Rachel Sullivan,36.80706269688015,Rachel,Sullivan,False
1307,Latoya Little,57.42486685288079,Latoya,Little,False
1308,Sarah Harvey,158.70926514234944,Sarah,Harvey,True
1309,Kayla Wright,83.15242903727813,Kayla,Wright,False
1310,Andrew Tanner,220.5286620024363,Andrew,Tanner,True
1311,Aaron Hansen,258.8640526143124,Aaron,Hansen,True
1312,Hunter Atkinson,209.4582126662071,Hunter,Atkinson,True
1313,Richard Williams,186.80672283203387,Richard,Williams,True
1314,Frank Martinez,200.21542188180283,Frank,Martinez,True
1315,Timothy Burns,41.18516716059766,Timothy,Burns,False
1316,Melissa Ortiz,279.0138003495303,Melissa,Ortiz,True
1317,Henry White DDS,199.24778503431472,Henry,White,True
1318,Amanda Mccoy,114.35576817944849,Amanda,Mccoy,True
1319,Pamela Cox,262.04373784424104,Pamela,Cox,True
1320,Linda Ray,250.79890913168117,Linda,Ray,True
1321,Brooke Hernandez,52.93529633381069,Brooke,Hernandez,False
1322,Lisa Livingston,142.72591557168224,Lisa,Livingston,True
1323,Eugene Mason,222.91146049617146,Eugene,Mason,True
1324,Stephen Reid,34.16935529669176,Stephen,Reid,False
1325,Kevin Landry,193.60915677732586,Kevin,Landry,True
1326,Jamie Porter,258.2181926947717,Jamie,Porter,True
1327,Daniel Cunningham,179.37034406257214,Daniel,Cunningham,True
1328,Victor Marsh,219.97577914912975,Victor,Marsh,True
1329,Mr. Ryan Rodriguez,71.20559309258333,Ryan,Rodriguez,False
1330,Brittany Bradley,246.93954187285416,Brittany,Bradley,True
1331,Amy Wallace,98.62126665980101,Amy,Wallace,False
1332,Alex Smith,196.545805662926,Alex,Smith,True
1333,Timothy King,28.041415904367096,Timothy,King,False
1334,Charles Jennings,79.81066083385505,Charles,Jennings,False
1335,Jessica Vargas,21.421519507163698,Jessica,Vargas,False
1336,Jacqueline Briggs,18.13293515539587,Jacqueline,Briggs,False
1337,Laurie Gonzales,195.17595652030545,Laurie,Gonzales,True
1338,Olivia Clark,107.63494902155128,Olivia,Clark,True
1339,Donald Molina,12.897692750027002,Donald,Molina,False
1340,Ricky Allen,257.97620379533254,Ricky,Allen,True
1341,Catherine Rodriguez,185.24949379052032,Catherine,Rodriguez,True
1342,Mr. Daniel Torres,59.36058846747737,Daniel,Torres,False
1343,David Shepherd,146.50419996277236,David,Shepherd,True
1344,Jonathan Hansen,65.38248265266627,Jonathan,Hansen,False
1345,Benjamin Griffin,262.1081441875032,Benjamin,Griffin,True
1346,Tracey Hess,102.85650447260548,Tracey,Hess,True
1347,Victoria Walker,283.149238124044,Victoria,Walker,True
1348,Cathy Carney,266.4430678497054,Cathy,Carney,True
1349,John Gibbs,218.52750942245285,John,Gibbs,True
1350,Angela Torres,198.8912726086003,Angela,Torres,True
1351,Harold Glover,164.1593220194496,Harold,Glover,True
1352,Dawn Myers,126.8632370239876,Dawn,Myers,True
1353,Ashley Spencer,199.29221356810226,Ashley,Spencer,True
1354,Mary Walters,134.0861345382923,Mary,Walters,True
1355,Christina Davenport,140.07864311015246,Christina,Davenport,True
1356,Brian Johnson,106.2343157114611,Brian,Johnson,True
1357,Crystal Contreras,209.89391806628868,Crystal,Contreras,True
1358,Tanya Turner,232.36077592978592,Tanya,Turner,True
1359,Katelyn Durham,34.86538886846275,Katelyn,Durham,False
1360,Nathaniel Wilson,233.2345955626176,Nathaniel,Wilson,True
1361,Joseph Long,76.06925903035115,Joseph,Long,False
1362,Mallory Hall,293.5445425204008,Mallory,Hall,True
1363,Bianca Chavez,244.5409594813021,Bianca,Chavez,True
1364,Victoria Strickland,226.78695996261143,Victoria,Strickland,True
1365,Scott Jackson,44.25908098167508,Scott,Jackson,False
1366,Patrick Smith,186.5832669987113,Patrick,Smith,True
1367,Samuel West,239.8842255451728,Samuel,West,True
1368,Dr. Brian Baker,225.9694859700786,Brian,Baker,True
1369,Haley Baldwin,168.1890684627407,Haley,Baldwin,True
